,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary
6747,541,0,1,34,3,128743.55,1,1,0,134851.12
1653,500,0,1,56,1,100374.58,1,1,0,118490.8
1273,474,0,1,33,5,0.0,2,1,0,181945.52
7472,448,0,0,36,6,83947.12,2,1,0,81999.53
948,659,0,1,67,4,145981.87,1,1,1,131043.2
1512,656,0,1,39,10,0.0,2,1,1,98894.64
6146,738,2,0,33,3,122134.4,2,0,1,27867.59
8124,791,1,0,33,10,130229.71,2,0,0,54019.93
7267,507,1,1,31,9,111589.67,1,1,0,150037.19
4338,714,2,1,25,2,0.0,1,1,1,132979.43
9030,577,2,1,51,2,108867.0,1,0,0,140800.66
9766,800,1,1,39,4,95252.72,1,1,0,13906.34
1090,539,1,0,34,4,91622.42,1,1,1,136603.42
9519,610,0,0,27,2,0.0,2,1,0,14546.76
4788,757,2,0,44,9,0.0,2,1,0,177528.92
2208,728,0,0,46,2,109705.52,1,1,0,20276.87
5099,595,1,0,45,9,106000.12,1,0,0,191448.96
2820,622,0,0,31,1,89688.94,1,1,1,152305.47
7045,850,0,0,36,6,0.0,2,1,1,190194.95
2077,569,2,0,34,6,144855.34,1,0,0,196555.32
3412,582,1,1,26,6,114450.32,1,1,1,14081.64
6489,841,0,0,31,3,162701.65,2,1,1,126794.56
25,577,0,1,25,3,0.0,2,0,1,124508.29
2132,609,2,0,43,6,86053.52,2,1,1,113276.46
481,525,0,0,23,5,0.0,2,1,0,160249.1
2960,778,1,0,29,7,123229.46,1,1,0,181221.09
9767,554,0,1,33,3,117413.95,1,1,1,12766.74
730,591,0,1,24,6,147360.0,1,1,1,25310.82
8659,730,2,1,25,5,167385.81,1,1,1,56307.51
7144,554,1,0,55,0,108477.27,1,0,1,140003.0
1326,781,0,0,38,3,128345.69,2,1,0,63218.85
6024,698,2,1,27,6,125427.37,2,0,0,27654.44
2566,660,1,0,29,6,180520.29,1,1,1,123850.58
316,559,0,1,49,2,147069.78,1,1,0,120540.83
698,746,2,1,36,2,0.0,2,1,1,16436.56
2583,712,0,0,31,7,0.0,2,1,0,170333.38
6659,668,1,1,39,4,79896.0,1,1,0,38466.39
7065,527,2,1,53,8,0.0,1,1,1,51711.57
5177,591,2,0,27,5,107812.67,1,0,1,162501.83
4754,708,0,0,59,2,0.0,1,1,0,179673.11
9774,679,0,1,42,1,0.0,2,0,0,71823.15
4949,567,0,1,36,1,0.0,2,0,0,8555.73
2520,498,1,1,61,7,102453.26,1,1,0,187247.56
1753,595,2,0,23,10,101126.66,2,0,0,37042.8
6323,550,0,1,34,8,122359.5,1,0,0,116495.55
607,584,0,1,28,10,0.0,2,1,0,19834.32
8973,582,1,1,33,2,122394.0,1,1,1,22113.93
9298,742,1,1,27,5,190125.43,2,0,0,21793.59
6933,708,2,1,46,7,68799.72,1,1,1,39704.14
6205,497,0,0,29,4,85646.81,1,0,0,63233.02
2126,790,0,0,40,9,0.0,2,1,1,70607.1
7792,590,0,1,40,8,0.0,2,1,0,62933.03
6804,692,0,0,30,7,0.0,2,1,1,18826.34
9693,617,1,0,51,10,167273.71,1,0,0,93439.75
1297,498,0,1,34,5,0.0,2,1,1,91711.66
7256,821,1,0,31,2,68927.57,1,1,1,25445.0
3175,586,0,0,35,7,164769.02,3,1,0,119814.25
4907,523,0,1,34,2,161588.89,1,1,1,51358.66
4920,515,0,1,33,2,0.0,2,1,1,136028.97
251,587,2,0,34,1,0.0,2,1,1,97932.68
6182,709,0,0,37,9,0.0,2,1,0,16733.59
1538,607,2,0,36,4,98266.3,1,1,1,46416.36
2746,620,0,1,36,8,0.0,2,1,1,145937.99
1183,652,0,1,36,1,0.0,2,1,1,151314.98
397,547,1,1,32,8,155726.85,1,1,0,67789.99
7464,768,1,1,37,9,108308.11,1,1,0,41788.25
9443,596,1,1,54,1,123544.0,1,1,1,120314.75
4498,570,0,1,30,2,131406.56,1,1,1,47952.45
3102,640,0,0,29,3,0.0,2,1,0,2743.69
2298,607,1,1,61,2,164523.5,2,1,1,35786.76
7610,762,0,1,36,5,119547.46,1,1,1,42693.65
9197,557,0,1,34,3,83074.0,1,1,0,132673.22
3786,710,1,0,41,9,149155.53,2,1,0,42131.26
5379,627,0,0,21,7,98993.02,1,1,1,169156.64
9674,600,0,1,31,8,0.0,2,1,1,121555.51
5415,850,0,0,28,1,105245.34,1,0,1,74780.13
8895,699,0,0,40,8,122038.34,1,1,0,102085.35
2267,425,0,1,39,4,0.0,2,1,0,197226.32
5786,588,0,1,40,5,0.0,2,0,0,100727.68
9861,544,0,1,38,8,0.0,1,1,1,98208.62
1359,431,0,1,37,0,120764.08,1,1,1,117023.08
2365,701,1,1,32,5,102500.34,1,0,0,106287.77
748,727,2,1,38,2,62276.99,1,1,1,59280.79
6563,643,1,1,25,4,115142.9,1,1,1,148098.95
5919,645,2,1,49,8,0.0,2,1,0,162012.6
474,571,0,0,33,1,0.0,2,1,0,102750.7
9219,499,0,1,31,4,0.0,1,1,0,25950.49
4277,775,1,1,51,2,123783.25,1,1,1,134901.57
1798,714,0,0,51,4,88308.87,3,0,0,5862.53
2722,544,0,0,32,9,110728.39,1,1,1,14559.62
1282,622,0,1,35,8,0.0,2,1,1,131772.51
827,758,2,1,56,1,0.0,2,1,1,10643.38
7199,649,2,0,32,7,0.0,1,1,0,28797.32
4819,613,0,1,26,4,100446.57,1,0,1,149653.81
8508,678,2,1,27,2,0.0,2,1,1,13221.25
8102,561,1,0,45,2,168085.38,2,0,1,115719.08
2184,652,0,0,40,1,0.0,2,1,0,126554.96
1908,605,2,0,48,6,0.0,2,1,1,40062.99
5832,709,0,1,26,6,156551.63,1,0,1,4410.77
1935,523,0,1,39,3,0.0,2,1,0,6726.53
6001,775,0,0,30,5,0.0,1,1,0,193880.6
5281,687,2,1,31,3,0.0,2,0,0,48228.1
9233,543,0,0,31,4,138317.94,1,0,0,61843.73
4046,650,0,1,37,9,0.0,2,1,0,17974.08
5110,682,0,0,33,8,74963.5,1,1,1,32770.56
3473,682,0,0,42,0,0.0,1,0,1,91981.85
2903,568,0,0,47,7,0.0,2,1,1,45978.39
3108,560,2,0,28,1,0.0,2,1,1,120880.72
1304,718,0,0,31,0,118100.59,2,1,0,103165.15
2145,633,2,1,33,4,137847.41,2,1,0,98349.13
11,497,2,1,24,3,0.0,2,1,0,76390.01
5127,821,2,0,38,8,0.0,2,0,1,126241.4
4344,528,0,0,26,10,102073.67,2,0,0,166799.93
6264,690,1,1,44,9,100368.63,2,0,0,35342.33
7585,490,0,0,40,1,0.0,1,1,1,49594.19
2460,660,1,1,41,1,129901.21,1,1,0,26025.6
5845,530,1,1,33,9,75242.28,1,0,1,101694.67
9281,661,0,0,31,3,133964.3,1,1,1,166187.1
728,673,0,0,40,5,137494.28,1,1,0,81753.92
4532,548,2,1,38,0,178056.54,2,1,0,38434.73
3882,488,0,0,22,6,0.0,2,1,1,66393.89
7894,706,1,1,67,1,123276.69,2,1,1,86507.88
3865,623,0,1,40,6,0.0,2,1,1,66119.07
9133,705,2,1,36,1,111629.29,1,1,1,21807.16
4645,522,0,0,34,3,0.0,2,1,1,3894.34
8183,621,2,0,59,2,0.0,2,1,1,171364.18
7788,551,2,1,76,2,128410.71,2,1,1,181718.73
4068,631,2,1,23,3,0.0,2,1,0,13813.24
4505,709,0,0,30,5,0.0,2,0,1,161388.22
525,776,0,0,31,2,0.0,2,1,1,112349.51
4978,540,1,1,35,7,127801.88,1,0,1,84239.46
4927,641,0,0,40,9,0.0,1,0,0,151648.66
9785,455,0,0,27,5,155879.09,2,0,0,70774.97
9329,663,2,1,35,5,0.0,2,1,1,62634.94
7814,647,1,0,33,3,168560.46,2,0,0,90270.16
3497,456,0,0,63,1,165350.61,2,0,0,140758.07
3054,540,2,1,67,1,88382.01,1,0,1,59457.0
543,721,2,1,51,0,169312.13,1,1,0,109078.35
7887,716,1,0,30,2,205770.78,2,0,0,65464.66
3051,762,0,1,53,1,102520.37,1,1,1,170195.4
6662,665,0,1,36,1,0.0,2,0,1,121505.61
9955,714,2,1,29,4,0.0,2,1,1,37605.9
6871,636,1,0,48,3,120568.41,1,1,0,190160.04
707,620,0,1,42,4,0.0,2,1,0,6232.31
1031,631,0,0,22,3,0.0,2,0,0,30781.77
4263,746,2,1,24,10,68781.82,1,0,1,47997.39
8846,571,0,0,53,2,0.0,2,1,0,28045.77
1889,665,0,0,23,9,143672.9,1,1,1,115147.33
426,492,1,1,39,10,124576.65,2,1,0,148584.61
3459,773,0,0,40,10,0.0,2,0,1,69303.15
1920,591,0,0,31,7,0.0,2,0,1,48778.46
4464,641,0,1,41,6,0.0,2,1,0,65396.79
5789,689,1,0,55,1,76296.81,1,1,0,42364.75
9484,813,1,1,30,1,116416.94,1,0,1,85808.22
9506,682,0,1,69,6,0.0,2,0,1,149604.18
9312,579,1,1,40,10,45408.85,2,1,0,18732.91
1057,581,0,0,47,1,122949.14,1,0,0,180251.68
4465,633,1,1,30,2,109786.82,2,1,1,139712.81
3395,759,0,0,22,5,0.0,1,1,0,22303.17
7580,708,0,1,34,3,0.0,1,0,1,121457.88
2112,472,2,0,28,4,0.0,2,1,0,1801.77
1234,771,0,0,66,7,143773.07,1,1,1,130827.88
4417,608,2,1,27,4,153325.1,1,1,1,199953.33
2944,576,0,1,32,7,0.0,2,1,0,4660.91
4200,529,2,0,43,5,0.0,2,0,0,79476.63
9279,727,0,1,62,5,0.0,2,0,1,38652.96
8064,714,2,1,29,9,0.0,2,1,0,129192.55
8317,666,0,0,27,4,0.0,2,0,0,88751.45
1694,541,0,1,37,9,118636.92,1,1,1,73551.44
9742,715,0,1,45,4,0.0,2,1,1,55043.93
833,634,1,1,37,3,111432.77,2,1,1,167032.49
9439,705,0,0,31,3,142905.51,1,1,1,58134.97
2173,698,0,0,46,0,0.0,2,1,1,125962.02
962,642,2,1,32,7,100433.8,1,1,1,39768.59
1854,740,1,0,36,4,109044.6,1,0,0,94554.74
934,592,2,1,37,9,0.0,3,1,1,10656.89
3249,734,0,1,37,3,80387.81,1,0,1,77272.62
4965,782,0,1,36,1,148795.17,2,1,1,195681.43
5095,705,2,0,46,5,89364.91,1,0,1,139162.15
3004,596,1,1,47,5,140187.1,2,1,1,174311.3
2160,727,0,1,28,5,0.0,2,0,1,19653.08
5874,597,0,1,19,2,0.0,2,1,1,91036.74
5022,734,0,1,45,2,0.0,2,1,0,99593.28
1352,535,1,1,48,5,134542.73,1,1,1,58203.67
4928,513,2,1,39,7,89039.9,2,1,1,146738.83
2728,749,1,1,46,10,78136.36,2,1,1,73470.98
5809,850,0,1,32,4,0.0,1,1,1,180622.02
2734,641,1,0,37,7,62974.64,2,0,1,39016.43
1706,719,2,1,38,0,0.0,1,1,0,126876.47
5583,695,2,0,31,8,0.0,2,0,1,131644.41
6460,582,0,1,29,4,0.0,2,0,0,156153.27
3689,703,0,0,45,5,0.0,2,1,0,131906.44
3760,835,2,1,38,7,86824.09,1,0,0,175905.97
70,738,1,1,58,2,133745.44,4,1,0,28373.86
9849,678,0,0,34,6,0.0,2,1,1,124592.84
8341,516,2,0,31,3,0.0,2,1,0,124202.26
4706,850,0,1,43,4,161256.53,1,1,1,140071.57
2149,836,2,1,57,4,101247.06,1,1,0,37141.62
5036,699,1,1,59,3,106819.65,1,0,1,163570.25
44,660,2,0,61,5,155931.11,1,1,1,158338.39
262,557,0,0,32,6,184686.41,2,1,0,14956.44
2220,714,1,0,49,5,140510.89,1,1,0,141914.94
1894,535,2,0,49,7,115309.75,1,1,0,111421.77
1525,569,2,0,41,4,139840.36,1,1,1,163524.7
1258,633,0,0,33,3,0.0,2,1,0,191111.02
913,756,1,1,27,1,131899.0,1,1,0,93302.29
825,464,1,1,33,8,164284.72,2,1,1,3710.34
2619,850,2,1,49,8,0.0,1,0,0,25867.67
670,624,1,0,48,3,122388.38,2,0,0,30020.09
9953,550,0,1,47,2,0.0,2,1,1,97057.28
6373,597,0,1,67,2,0.0,2,0,1,108645.85
4751,661,1,0,64,8,128751.65,2,1,0,189398.18
3432,790,0,1,26,5,0.0,1,1,0,20510.79
4914,734,1,0,47,10,91522.04,2,1,1,138835.91
9455,689,2,0,55,4,0.0,2,1,1,58442.25
8263,555,2,1,32,10,0.0,2,0,1,168605.96
2630,554,1,0,36,3,157780.93,2,1,0,6089.13
868,603,1,1,44,6,108122.39,2,1,0,108488.33
6990,660,0,1,41,3,0.0,2,1,1,108665.89
1712,712,2,1,47,1,139887.01,1,1,1,95719.73
172,480,1,1,44,10,129608.57,1,1,0,5472.7
8643,754,2,1,40,2,160625.17,1,0,1,3554.63
5553,666,1,1,31,3,123212.08,2,1,1,112157.31
3508,426,0,0,34,3,0.0,2,1,1,61230.83
2012,841,0,1,74,9,108131.53,1,0,1,60830.38
3168,675,0,0,49,0,0.0,1,1,1,80496.71
3210,606,2,0,53,1,109330.06,1,1,1,75860.01
4134,678,0,1,43,5,102338.19,1,1,1,79649.62
571,651,0,1,45,1,0.0,1,1,0,67740.08
1459,817,0,0,55,10,117561.49,1,1,0,95941.55
1711,850,1,1,30,5,123210.56,2,1,1,102180.27
4649,670,1,1,31,1,142631.54,2,1,1,175894.24
7095,753,1,0,38,1,117314.92,1,1,0,122021.33
4863,464,0,0,33,10,147493.7,2,1,0,100447.53
7713,793,0,1,56,8,119496.25,2,1,0,29880.99
8140,605,0,0,36,6,0.0,1,0,1,690.84
5863,748,0,1,40,3,95297.11,1,0,0,171515.84
9350,615,2,1,42,4,0.0,3,0,1,120321.09
1974,694,0,0,33,4,129731.64,2,1,0,178123.86
117,506,0,0,41,1,0.0,2,1,0,31766.3
5016,501,0,0,29,8,0.0,2,1,0,112664.24
5585,432,1,1,38,2,135559.8,2,1,1,71856.3
9367,629,0,0,40,9,137409.19,1,1,0,175877.7
5479,569,2,1,35,3,116969.35,1,0,0,94488.82
6286,637,0,0,41,9,0.0,2,1,0,145477.36
4133,704,2,1,33,3,0.0,2,1,0,73018.74
1710,828,2,1,28,8,134766.85,1,1,0,79355.87
7303,653,0,1,43,0,0.0,2,1,0,27862.58
4328,581,0,0,55,6,0.0,1,1,1,22442.13
8819,592,1,1,36,10,123187.51,1,0,1,146111.35
3043,636,0,0,38,1,0.0,1,1,0,45015.38
5522,817,0,0,37,6,81070.34,2,1,0,80985.88
4320,701,1,1,36,7,95448.32,2,1,0,189085.07
9101,597,2,1,38,6,115702.67,2,1,1,25059.05
9412,725,0,1,26,6,98684.15,1,0,0,133720.57
4619,708,0,0,47,0,126589.12,2,0,1,132730.07
6078,548,0,0,41,4,82596.8,1,0,1,55672.09
5455,805,1,0,45,9,116585.97,1,1,0,189428.75
7751,750,2,0,39,6,0.0,2,0,0,19264.33
6500,582,0,0,43,5,153313.67,1,0,0,170563.73
8862,813,1,1,59,2,135078.41,1,1,0,187636.06
3804,604,0,0,40,1,0.0,2,1,0,123207.17
2606,657,0,1,32,3,118829.03,2,1,1,73127.61
6786,833,0,1,30,1,0.0,2,1,0,141860.62
7120,796,2,0,23,3,146584.19,2,0,0,125445.8
9335,737,1,1,50,4,127552.85,2,1,0,4225.11
7789,606,1,1,38,3,99897.53,1,0,0,37054.65
6498,613,0,0,27,5,125167.74,1,1,0,199104.52
4596,567,0,1,38,6,127678.8,2,0,0,45422.89
7031,478,2,1,48,0,83287.05,2,0,1,44147.95
8166,542,2,1,37,8,0.0,1,1,1,807.06
7408,715,0,1,35,2,141005.47,1,1,1,60407.93
2719,569,1,0,42,9,146100.75,1,1,0,32574.01
7283,667,0,1,31,3,99513.91,1,1,1,189657.26
5444,698,0,1,33,5,135658.73,2,0,1,39755.0
4523,660,1,0,52,4,86891.84,1,1,0,90877.76
5980,558,2,0,31,7,0.0,2,1,0,166720.28
1611,760,1,0,49,9,91502.99,1,1,0,117232.9
3656,750,0,0,37,6,0.0,1,1,1,117948.0
8849,664,0,0,38,4,74306.19,2,1,0,154395.56
3403,624,0,0,62,7,125163.62,2,1,1,151411.5
1966,681,1,0,48,8,139480.18,1,1,1,163581.67
7692,634,1,1,74,5,108891.7,1,1,0,10078.02
8104,769,0,0,31,6,117852.26,2,1,0,147668.64
4256,596,2,0,76,9,134208.25,1,1,1,13455.43
3572,697,1,1,31,3,108805.42,2,0,1,123825.83
961,685,2,1,35,4,137948.51,1,1,0,113639.64
1641,712,2,1,53,2,111061.01,2,0,0,26542.17
1987,738,0,1,54,4,0.0,1,0,1,55725.04
7611,751,2,1,38,7,0.0,2,0,0,90839.61
4090,503,0,0,37,8,0.0,2,1,1,97893.32
9136,595,0,1,20,4,95830.43,1,1,0,177738.98
9123,718,0,1,33,7,102874.28,1,0,0,117841.06
9991,597,0,0,53,4,88381.21,1,1,0,69384.71
5195,850,2,1,38,2,94652.04,1,1,1,171960.76
5403,590,2,1,22,7,125265.61,1,1,1,161253.08
6179,591,1,0,34,4,150635.3,1,1,1,72274.84
4711,754,0,1,39,3,74896.33,1,0,0,34430.16
9304,616,0,1,40,9,0.0,2,0,0,93717.55
9889,760,2,0,32,2,0.0,1,1,1,114565.35
7042,544,0,1,44,1,0.0,2,0,0,69244.24
8536,646,0,0,43,8,143061.88,1,1,0,61937.6
2164,767,2,1,77,8,149083.7,1,1,1,190146.83
1750,601,1,0,33,7,114430.18,2,1,1,153012.13
6045,549,1,0,37,1,130622.34,2,1,1,128499.94
7011,697,0,0,25,1,0.0,2,0,0,87803.32
4394,479,1,1,24,6,107637.97,2,0,1,169505.83
2781,732,1,0,61,9,94867.18,2,1,1,157527.6
3775,528,1,1,22,5,93547.23,2,0,1,961.57
6839,724,1,1,36,6,94615.11,2,1,1,10627.21
1634,705,2,0,23,5,0.0,2,1,1,73131.73
5951,721,0,1,41,7,0.0,2,0,1,61018.85
1950,680,0,0,37,10,123806.28,1,1,0,81776.84
7430,606,0,0,35,0,135984.15,2,1,0,186778.89
7699,605,2,0,36,9,0.0,2,0,1,35521.63
282,479,1,1,35,4,138718.92,1,1,1,47251.79
5226,481,2,1,39,1,111233.09,1,1,1,123995.15
3541,838,2,0,67,4,103267.8,1,1,1,78310.04
9728,616,1,0,43,7,95984.21,1,0,1,115262.54
8489,522,0,0,41,7,0.0,2,0,1,176780.39
7158,434,1,1,55,8,109339.17,2,1,0,96405.88
8903,520,0,1,35,9,105387.89,1,1,1,25059.06
1200,772,1,1,30,6,99785.28,2,0,0,197238.03
3718,568,0,1,30,8,73054.37,2,1,1,27012.0
2584,748,0,1,40,0,0.0,1,0,0,60416.76
3240,580,0,1,50,0,125647.36,1,1,0,57541.08
7940,781,2,0,29,6,98759.89,1,0,0,112202.64
2585,724,0,1,28,9,0.0,2,1,1,100240.2
1217,505,1,1,29,3,145541.56,2,1,1,58019.95
772,589,0,1,32,2,0.0,2,0,1,9468.64
5279,652,2,0,40,7,100471.34,1,1,1,124550.88
291,747,2,0,41,5,94521.17,2,1,0,194926.86
8450,667,1,0,44,5,140406.68,2,0,1,57164.19
4600,574,0,0,34,5,112324.45,2,1,1,17993.43
5199,782,2,0,27,3,0.0,2,1,0,143614.01
9784,527,0,1,39,4,0.0,2,1,0,167183.07
2448,764,1,1,28,10,124023.18,1,1,0,166188.28
2427,798,1,0,49,5,132571.67,1,1,1,31686.33
7117,564,2,1,31,5,121461.87,1,1,1,20432.09
3805,668,2,1,34,0,0.0,1,0,0,99984.86
656,549,2,1,25,6,193858.2,1,0,1,21600.11
2490,696,1,0,35,4,174902.26,1,1,0,69079.85
1673,652,1,0,26,1,131908.35,1,1,1,179269.79
8732,724,0,0,29,6,0.0,2,0,1,64729.51
8019,683,0,0,73,8,137732.23,2,1,1,133210.44
3128,832,2,0,34,6,138190.13,2,0,1,146511.2
3548,770,1,1,37,5,141547.26,2,0,1,180326.83
9154,581,0,0,27,5,102258.11,2,1,0,194681.6
2846,544,1,1,39,4,142406.43,2,1,0,146637.45
4830,660,2,1,30,4,0.0,2,1,0,129149.06
1296,653,2,1,55,2,70263.83,1,0,1,62347.71
2495,466,1,0,56,2,111920.13,3,1,0,197634.11
601,762,2,0,26,7,123709.46,2,1,1,169654.57
5073,644,1,1,34,9,112746.54,2,0,0,141230.07
257,671,1,0,34,6,37266.67,2,0,0,156917.12
7366,598,2,0,35,8,0.0,3,0,1,88658.73
6864,593,1,0,48,3,133903.12,2,1,1,85902.39
3373,644,0,1,37,2,186347.97,2,1,0,92809.73
1458,465,0,1,25,2,78247.31,2,1,1,10472.31
3388,599,1,1,25,7,108380.72,1,1,1,79005.95
4925,817,1,1,58,3,114327.59,2,1,1,42831.11
3539,667,0,1,42,6,0.0,1,1,0,88890.05
8821,662,2,0,42,6,105021.28,1,1,0,48242.38
270,650,2,1,41,9,0.0,2,0,1,191599.67
2736,741,1,1,36,8,116993.43,2,1,0,168816.22
7037,568,1,1,46,8,150836.92,1,0,0,64516.8
1571,594,0,1,23,5,156267.59,1,1,0,160968.44
8690,762,2,0,43,5,134204.67,1,1,1,139971.01
9884,751,0,0,48,4,0.0,1,0,1,30165.06
1023,642,0,1,32,3,0.0,2,1,1,88698.83
6214,458,1,1,35,9,146780.52,2,1,1,3476.38
3387,537,1,1,84,8,92242.34,1,1,1,186235.98
2927,632,0,1,32,6,111589.33,1,1,1,170382.99
8335,647,0,1,35,4,123761.68,1,1,0,83910.4
6531,518,0,0,45,8,0.0,2,1,1,36193.07
6863,564,2,0,24,6,149592.14,1,1,1,153771.8
9928,611,0,1,38,4,71018.6,2,1,0,2444.29
5155,713,0,0,42,3,0.0,2,0,0,82565.01
343,543,0,1,22,8,0.0,2,0,0,127587.22
6448,680,2,0,37,6,124140.57,2,1,0,92826.35
3948,748,2,1,58,9,122330.7,2,0,1,124429.19
5280,569,1,0,28,3,100032.52,1,1,0,5159.21
8218,516,0,0,40,9,0.0,2,0,1,33266.29
9831,705,1,0,48,1,156848.13,2,1,1,99475.95
9999,792,0,0,28,4,130142.79,1,1,0,38190.78
4769,559,2,0,31,1,139183.06,1,0,1,143360.56
4612,748,0,0,49,7,29602.08,1,0,0,163550.58
449,778,2,0,47,6,127299.34,2,1,0,124694.99
102,738,0,1,31,9,82674.15,1,1,0,41970.72
8032,667,0,1,34,5,0.0,2,1,1,102908.63
4029,501,1,1,27,4,95331.83,2,1,0,132104.76
6148,611,0,0,30,9,88594.14,1,1,0,196332.45
1863,731,2,1,25,8,96950.21,1,1,0,97877.92
6090,545,0,1,26,7,0.0,2,0,1,156598.23
3112,698,0,0,40,7,105061.74,3,1,0,107815.31
7207,520,2,0,30,4,145222.99,2,0,0,145160.96
5140,626,0,0,29,4,105767.28,2,0,0,41104.82
6351,553,0,0,27,3,0.0,2,0,0,159800.16
3877,645,2,1,45,4,0.0,1,0,1,174916.85
9209,560,0,1,24,1,116084.32,1,1,0,89734.7
3035,817,1,1,45,9,101207.75,1,0,0,88211.12
903,568,0,1,28,5,145105.64,2,1,0,185489.11
3380,604,2,0,26,3,0.0,2,1,0,155248.62
5407,561,0,1,37,1,100443.36,2,0,1,101693.73
6424,743,0,1,43,5,0.0,2,0,0,113079.19
5570,569,1,1,35,2,109196.66,3,1,0,109393.19
4726,633,1,1,50,7,88302.65,1,1,1,195937.16
9091,745,0,0,40,6,131184.67,1,1,1,49815.62
3694,608,0,0,33,4,0.0,1,1,0,79304.38
5897,781,0,1,23,2,107433.48,1,1,0,173843.21
1149,655,0,1,38,4,0.0,2,0,0,110527.71
1573,668,0,0,35,6,102482.76,1,1,1,53994.64
2370,479,0,0,35,2,113090.4,1,1,0,195649.79
9472,775,1,0,74,0,161371.5,1,1,1,134869.93
9473,608,2,1,45,4,0.0,2,0,0,36697.48
5762,733,1,1,39,5,91538.51,1,1,1,93783.0
1393,831,0,0,32,2,146033.62,1,1,0,191260.74
356,850,2,0,57,8,126776.3,2,1,1,132298.49
6228,663,1,1,42,5,90248.79,1,1,1,79169.73
7710,506,0,0,40,3,0.0,1,1,1,144345.58
1502,796,1,1,39,5,86350.87,2,0,0,105080.53
1810,651,0,0,65,0,0.0,2,1,1,190454.04
3736,498,1,1,37,8,108432.88,2,1,1,14865.05
5740,620,1,0,34,8,102251.57,1,1,0,120672.09
6338,583,1,1,39,8,102945.01,1,0,0,52861.89
546,587,0,1,38,0,0.0,2,1,0,47414.15
8599,633,0,1,35,3,0.0,2,1,1,36249.76
3273,560,2,0,43,4,95140.44,2,1,0,123181.44
9680,590,0,1,36,1,0.0,2,1,0,48876.84
2429,816,0,1,31,8,0.0,2,1,1,28407.4
6063,762,0,1,31,7,117687.35,1,1,1,159344.43
9041,513,1,0,49,5,171601.27,1,1,0,126223.84
614,688,1,1,26,8,146133.39,1,1,1,175296.76
2431,540,0,1,22,4,0.0,3,1,1,186233.26
3928,548,0,1,29,5,83442.98,1,0,1,177017.39
1295,534,2,0,33,3,151233.62,1,0,0,199336.63
5803,526,2,1,38,2,0.0,2,0,0,58010.98
4299,615,0,1,30,8,0.0,2,0,0,3183.15
4424,601,1,0,47,1,142802.02,1,1,1,57553.02
923,572,1,0,19,1,138657.08,1,1,1,16161.82
2039,579,1,0,64,6,145215.43,1,1,1,164083.72
7961,809,0,0,38,2,154763.21,2,1,1,174800.31
3552,833,0,0,39,3,0.0,2,1,0,1710.89
7333,699,2,1,43,2,136487.86,2,1,0,82815.93
7764,685,1,0,44,2,119657.53,1,1,0,145387.05
2898,696,0,1,52,6,139781.06,1,1,0,27445.4
3345,658,0,0,31,7,123974.96,1,1,0,102153.75
4891,765,1,1,34,5,86055.17,2,1,1,104220.5
9931,850,0,0,34,6,101266.51,1,1,0,33501.98
4562,678,1,1,36,1,117864.85,2,1,0,27619.06
3660,494,2,1,27,2,0.0,2,1,0,22404.64
6852,600,0,0,37,4,0.0,3,1,0,7312.25
2018,691,1,1,27,3,160358.68,2,1,0,142367.72
9169,766,0,0,45,6,0.0,2,0,0,147184.74
43,834,0,0,49,2,131394.56,1,0,0,194365.76
9151,614,0,1,49,1,0.0,2,1,0,192440.54
3742,587,1,0,39,6,101851.8,2,1,0,7103.71
7322,713,0,0,32,1,117094.02,1,0,0,149558.83
6682,640,2,1,29,5,197200.04,2,1,0,141453.62
253,544,1,1,37,2,79731.91,1,1,1,57558.95
8070,791,1,1,31,1,130240.33,1,0,0,96546.55
5344,787,0,1,25,5,0.0,2,1,0,47307.9
4229,592,0,0,34,9,0.0,2,1,1,20460.2
1,608,2,0,41,1,83807.86,1,0,1,112542.58
3588,489,2,1,40,3,221532.8,1,1,0,171867.08
7166,618,2,0,40,8,0.0,2,1,0,80204.38
9284,633,0,1,61,3,157201.48,1,0,1,50368.63
3091,656,0,1,37,2,0.0,2,0,1,67840.81
4327,678,1,0,30,1,139676.95,2,0,1,16146.0
7586,828,2,1,42,10,0.0,1,1,1,186071.14
4919,682,2,0,50,10,128039.01,1,1,1,102260.16
3610,580,0,0,56,1,131368.3,1,1,0,106918.67
7477,677,0,0,56,0,119963.45,1,0,0,158325.87
5399,733,2,1,35,8,102918.38,1,1,1,45959.86
3222,524,0,1,30,1,0.0,2,1,0,126812.85
9211,457,2,0,38,6,0.0,2,1,0,173219.09
953,694,2,1,39,0,107042.74,1,1,1,102284.2
7753,605,1,1,28,10,113690.83,1,1,0,33114.24
9155,579,2,0,39,2,151963.26,2,1,0,158948.63
1328,593,1,0,62,3,118233.81,1,0,1,24765.53
3532,778,1,0,37,0,105617.73,2,1,1,133699.82
9539,659,0,1,29,6,123192.12,1,1,1,56971.41
6966,663,0,1,22,6,0.0,2,0,1,131827.15
7503,563,1,1,44,7,105007.31,2,1,1,197812.16
9112,735,0,1,73,9,0.0,1,1,1,114283.33
404,685,0,1,23,8,0.0,2,1,1,112239.03
4182,550,1,1,52,5,121016.23,1,1,1,41730.37
8484,802,0,0,60,3,92887.06,1,1,0,39473.63
